id,name,score1,score2
2196,Student_2196,92,100
2197,Student_2197,97,56
2198,Student_2198,100,62
2199,Student_2199,53,51
2200,Student_2200,78,67
2201,Student_2201,57,77
2202,Student_2202,99,76
2203,Student_2203,72,62
2204,Student_2204,71,67
2205,Student_2205,58,62
2206,Student_2206,84,70
2207,Student_2207,52,66
2208,Student_2208,59,90
2209,Student_2209,95,77
2210,Student_2210,86,96
2211,Student_2211,99,50
2212,Student_2212,77,74
2213,Student_2213,93,63
2214,Student_2214,51,92
2215,Student_2215,57,56
2216,Student_2216,61,100
2217,Student_2217,79,100
2218,Student_2218,64,83
2219,Student_2219,62,89
2220,Student_2220,62,70
2221,Student_2221,72,99
2222,Student_2222,92,97
2223,Student_2223,93,60
2224,Student_2224,54,52
2225,Student_2225,94,71
2226,Student_2226,54,57
2227,Student_2227,63,54
2228,Student_2228,74,99
2229,Student_2229,68,56
2230,Student_2230,88,63
2231,Student_2231,54,85
2232,Student_2232,91,92
2233,Student_2233,90,67
2234,Student_2234,60,67
2235,Student_2235,91,94
2236,Student_2236,94,67
2237,Student_2237,59,78
2238,Student_2238,58,91
2239,Student_2239,89,53
2240,Student_2240,51,65
2241,Student_2241,71,61
2242,Student_2242,61,74
2243,Student_2243,70,78
2244,Student_2244,64,75
2245,Student_2245,90,69
2246,Student_2246,97,95
2247,Student_2247,86,64
2248,Student_2248,94,63
2249,Student_2249,88,64
2250,Student_2250,63,57
2251,Student_2251,54,59
2252,Student_2252,72,70
2253,Student_2253,57,86
2254,Student_2254,55,65
2255,Student_2255,80,52
2256,Student_2256,66,79
2257,Student_2257,76,83
2258,Student_2258,74,83
2259,Student_2259,64,63
2260,Student_2260,97,56
2261,Student_2261,86,81
2262,Student_2262,82,78
2263,Student_2263,95,91
2264,Student_2264,62,71
2265,Student_2265,59,56
2266,Student_2266,93,86
2267,Student_2267,90,89
2268,Student_2268,87,95
2269,Student_2269,68,99
2270,Student_2270,58,62
2271,Student_2271,60,86
2272,Student_2272,50,86
2273,Student_2273,85,57
2274,Student_2274,52,60
2275,Student_2275,72,55
2276,Student_2276,65,100
2277,Student_2277,70,60
2278,Student_2278,87,60
2279,Student_2279,55,98
2280,Student_2280,88,82
2281,Student_2281,89,93
2282,Student_2282,67,70
2283,Student_2283,68,85
2284,Student_2284,58,76
2285,Student_2285,95,96
2286,Student_2286,59,90
2287,Student_2287,83,95
2288,Student_2288,51,70
2289,Student_2289,72,95
2290,Student_2290,51,71
2291,Student_2291,100,52
2292,Student_2292,99,66
2293,Student_2293,62,99
2294,Student_2294,56,78
2295,Student_2295,54,56
2296,Student_2296,58,80
2297,Student_2297,70,89
2298,Student_2298,92,76
2299,Student_2299,86,96
2300,Student_2300,67,57
2301,Student_2301,50,57
2302,Student_2302,89,96
2303,Student_2303,98,54
2304,Student_2304,96,99
2305,Student_2305,51,55
2306,Student_2306,85,69
2307,Student_2307,78,80
2308,Student_2308,72,59
2309,Student_2309,85,99
2310,Student_2310,54,74
2311,Student_2311,52,76
2312,Student_2312,56,56
2313,Student_2313,53,87
2314,Student_2314,93,72
2315,Student_2315,60,73
2316,Student_2316,70,98
2317,Student_2317,83,95
2318,Student_2318,63,77
2319,Student_2319,96,81
2320,Student_2320,92,92
2321,Student_2321,75,89
2322,Student_2322,66,50
2323,Student_2323,88,95
2324,Student_2324,78,72
2325,Student_2325,73,74
2326,Student_2326,67,58
2327,Student_2327,50,66
2328,Student_2328,97,77
2329,Student_2329,66,54
2330,Student_2330,67,75
2331,Student_2331,99,86
2332,Student_2332,83,77
2333,Student_2333,68,93
2334,Student_2334,65,60
2335,Student_2335,69,99
2336,Student_2336,67,98
2337,Student_2337,95,67
2338,Student_2338,64,80
2339,Student_2339,87,80
2340,Student_2340,74,50
2341,Student_2341,80,85
2342,Student_2342,70,81
2343,Student_2343,74,96
2344,Student_2344,86,52
2345,Student_2345,58,86
2346,Student_2346,67,73
2347,Student_2347,96,58
2348,Student_2348,50,89
2349,Student_2349,51,83
2350,Student_2350,74,55
2351,Student_2351,78,51
2352,Student_2352,77,98
2353,Student_2353,100,100
2354,Student_2354,97,77
2355,Student_2355,91,69
2356,Student_2356,60,80
2357,Student_2357,64,50
2358,Student_2358,87,92
2359,Student_2359,78,89
2360,Student_2360,79,97
2361,Student_2361,67,98
2362,Student_2362,86,68
2363,Student_2363,68,88
2364,Student_2364,52,87
2365,Student_2365,86,71
2366,Student_2366,57,69
2367,Student_2367,61,71
2368,Student_2368,84,73
2369,Student_2369,54,89
2370,Student_2370,73,56
2371,Student_2371,91,52
2372,Student_2372,71,54
2373,Student_2373,87,54
2374,Student_2374,53,90
2375,Student_2375,70,71
2376,Student_2376,100,90
2377,Student_2377,70,83
2378,Student_2378,99,64
2379,Student_2379,80,87
2380,Student_2380,91,94
2381,Student_2381,60,81
2382,Student_2382,57,95
2383,Student_2383,56,86
2384,Student_2384,93,89
2385,Student_2385,92,92
2386,Student_2386,82,55
2387,Student_2387,97,67
2388,Student_2388,97,53
2389,Student_2389,93,87
2390,Student_2390,96,61
2391,Student_2391,62,63
2392,Student_2392,84,66
2393,Student_2393,95,100
2394,Student_2394,74,60
2395,Student_2395,93,66
2396,Student_2396,93,77
2397,Student_2397,92,67
2398,Student_2398,91,58
2399,Student_2399,89,63
2400,Student_2400,72,70
2401,Student_2401,73,52
2402,Student_2402,86,80
2403,Student_2403,80,53
2404,Student_2404,54,69
2405,Student_2405,58,79
2406,Student_2406,72,69
2407,Student_2407,93,74
2408,Student_2408,63,82
2409,Student_2409,63,87
2410,Student_2410,87,84
2411,Student_2411,74,57
2412,Student_2412,51,62
2413,Student_2413,93,75
2414,Student_2414,78,92
2415,Student_2415,55,82
2416,Student_2416,59,95
2417,Student_2417,66,95
2418,Student_2418,56,95
2419,Student_2419,77,79
2420,Student_2420,87,73
2421,Student_2421,87,67
2422,Student_2422,77,50
2423,Student_2423,79,53
2424,Student_2424,83,61
2425,Student_2425,99,84
2426,Student_2426,63,85
2427,Student_2427,63,50
2428,Student_2428,59,85
2429,Student_2429,79,57
2430,Student_2430,57,50
2431,Student_2431,68,50
2432,Student_2432,94,97
2433,Student_2433,59,52
2434,Student_2434,79,94
2435,Student_2435,98,99
2436,Student_2436,53,97
2437,Student_2437,95,90
2438,Student_2438,71,98
2439,Student_2439,86,89
2440,Student_2440,61,78
2441,Student_2441,63,64
2442,Student_2442,65,79
2443,Student_2443,64,95
2444,Student_2444,66,79
2445,Student_2445,81,74
2446,Student_2446,69,85
2447,Student_2447,52,87
2448,Student_2448,50,59
2449,Student_2449,64,87
2450,Student_2450,60,97
2451,Student_2451,96,63
2452,Student_2452,65,69
2453,Student_2453,76,79
2454,Student_2454,100,52
2455,Student_2455,80,54
2456,Student_2456,60,99
2457,Student_2457,80,76
2458,Student_2458,71,91
2459,Student_2459,63,82
2460,Student_2460,76,69
2461,Student_2461,93,79
2462,Student_2462,98,53
2463,Student_2463,71,82
2464,Student_2464,62,50
2465,Student_2465,58,71
2466,Student_2466,62,77
2467,Student_2467,92,71
2468,Student_2468,53,76
2469,Student_2469,65,71
2470,Student_2470,91,96
2471,Student_2471,77,63
2472,Student_2472,53,56
2473,Student_2473,94,54
2474,Student_2474,69,84
2475,Student_2475,58,62
2476,Student_2476,63,89
2477,Student_2477,71,67
2478,Student_2478,60,98
2479,Student_2479,91,66
2480,Student_2480,71,53
2481,Student_2481,92,69
2482,Student_2482,84,63
2483,Student_2483,87,72
2484,Student_2484,64,99
2485,Student_2485,68,64
2486,Student_2486,68,55
2487,Student_2487,71,78
2488,Student_2488,62,92
2489,Student_2489,87,58
2490,Student_2490,81,73
2491,Student_2491,82,93
2492,Student_2492,81,69
2493,Student_2493,70,57
2494,Student_2494,56,74
2495,Student_2495,90,86
2496,Student_2496,59,79
2497,Student_2497,92,59
2498,Student_2498,99,100
2499,Student_2499,80,57
2500,Student_2500,67,53
2501,Student_2501,87,54
2502,Student_2502,93,90
2503,Student_2503,84,63
2504,Student_2504,52,52
2505,Student_2505,54,58
2506,Student_2506,85,87
2507,Student_2507,79,69
2508,Student_2508,79,65
2509,Student_2509,65,79
2510,Student_2510,57,50
2511,Student_2511,85,65
2512,Student_2512,90,72
2513,Student_2513,79,61
2514,Student_2514,51,73
2515,Student_2515,79,94
2516,Student_2516,75,74
2517,Student_2517,98,81
2518,Student_2518,81,98
2519,Student_2519,73,71
2520,Student_2520,60,54
2521,Student_2521,52,81
2522,Student_2522,68,91
2523,Student_2523,81,82
2524,Student_2524,90,90
2525,Student_2525,64,78
2526,Student_2526,82,72
2527,Student_2527,74,75
2528,Student_2528,84,61
2529,Student_2529,80,96
2530,Student_2530,83,96
2531,Student_2531,72,88
2532,Student_2532,85,65
2533,Student_2533,92,98
2534,Student_2534,68,50
2535,Student_2535,61,94
2536,Student_2536,80,99
2537,Student_2537,72,82
2538,Student_2538,80,95
2539,Student_2539,67,87
2540,Student_2540,73,96
2541,Student_2541,56,83
2542,Student_2542,95,94
2543,Student_2543,81,50
2544,Student_2544,88,57
2545,Student_2545,92,99
2546,Student_2546,79,66
2547,Student_2547,96,92
2548,Student_2548,80,74
2549,Student_2549,87,63
2550,Student_2550,63,86
2551,Student_2551,70,57
2552,Student_2552,51,70
2553,Student_2553,100,75
2554,Student_2554,83,50
2555,Student_2555,98,53
2556,Student_2556,76,71
2557,Student_2557,90,85
2558,Student_2558,60,96
2559,Student_2559,76,96
2560,Student_2560,94,51
2561,Student_2561,68,93
2562,Student_2562,66,73
2563,Student_2563,55,68
2564,Student_2564,93,81
2565,Student_2565,74,67
2566,Student_2566,70,64
2567,Student_2567,55,55
2568,Student_2568,72,60
2569,Student_2569,82,74
2570,Student_2570,62,94
2571,Student_2571,52,98
2572,Student_2572,82,78
2573,Student_2573,88,67
2574,Student_2574,57,55
2575,Student_2575,71,91
2576,Student_2576,92,77
2577,Student_2577,58,60
2578,Student_2578,89,63
2579,Student_2579,87,58
2580,Student_2580,55,93
2581,Student_2581,87,64
2582,Student_2582,74,94
2583,Student_2583,91,66
2584,Student_2584,91,60
2585,Student_2585,98,67
2586,Student_2586,57,90
2587,Student_2587,93,69
2588,Student_2588,55,99
2589,Student_2589,81,56
2590,Student_2590,86,68
2591,Student_2591,98,61
2592,Student_2592,92,85
2593,Student_2593,71,97
2594,Student_2594,65,67
2595,Student_2595,51,72
2596,Student_2596,86,85
2597,Student_2597,81,89
2598,Student_2598,54,74
2599,Student_2599,82,100
2600,Student_2600,68,74
2601,Student_2601,64,85
2602,Student_2602,66,52
2603,Student_2603,85,70
2604,Student_2604,58,53
2605,Student_2605,84,89
2606,Student_2606,56,87
2607,Student_2607,71,87
2608,Student_2608,66,78
2609,Student_2609,54,83
2610,Student_2610,90,95
2611,Student_2611,63,82
2612,Student_2612,61,87
2613,Student_2613,52,84
2614,Student_2614,97,83
2615,Student_2615,75,75
2616,Student_2616,85,95
2617,Student_2617,73,58
2618,Student_2618,54,57
2619,Student_2619,69,55
2620,Student_2620,82,56
2621,Student_2621,60,56
2622,Student_2622,85,98
2623,Student_2623,85,94
2624,Student_2624,84,92
2625,Student_2625,86,51
2626,Student_2626,85,50
2627,Student_2627,87,93
2628,Student_2628,91,77
2629,Student_2629,92,86
2630,Student_2630,91,55
2631,Student_2631,79,77
2632,Student_2632,93,53
2633,Student_2633,100,87
2634,Student_2634,86,52
2635,Student_2635,87,56
2636,Student_2636,58,96
2637,Student_2637,82,89
2638,Student_2638,95,67
2639,Student_2639,99,96
2640,Student_2640,94,95
2641,Student_2641,66,89
2642,Student_2642,92,83
2643,Student_2643,72,74
2644,Student_2644,56,93
2645,Student_2645,83,52
2646,Student_2646,81,71
2647,Student_2647,52,97
2648,Student_2648,98,94
2649,Student_2649,52,95
2650,Student_2650,72,72
2651,Student_2651,53,94
2652,Student_2652,90,100
2653,Student_2653,87,79
2654,Student_2654,98,72
2655,Student_2655,62,88
2656,Student_2656,64,99
2657,Student_2657,72,98
2658,Student_2658,71,96
2659,Student_2659,76,53
2660,Student_2660,80,75
2661,Student_2661,75,99
2662,Student_2662,54,67
2663,Student_2663,56,93
2664,Student_2664,64,79
2665,Student_2665,74,98
2666,Student_2666,99,53
2667,Student_2667,52,99
2668,Student_2668,72,61
2669,Student_2669,52,63
2670,Student_2670,55,92
2671,Student_2671,52,55
2672,Student_2672,75,61
2673,Student_2673,58,85
2674,Student_2674,61,85
2675,Student_2675,66,61
2676,Student_2676,100,64
2677,Student_2677,94,91
2678,Student_2678,70,59
2679,Student_2679,58,55
2680,Student_2680,67,99
2681,Student_2681,63,73
2682,Student_2682,65,61
2683,Student_2683,94,92
2684,Student_2684,59,50
2685,Student_2685,56,82
2686,Student_2686,99,81
2687,Student_2687,62,79
2688,Student_2688,55,98
2689,Student_2689,88,52
2690,Student_2690,87,93
2691,Student_2691,64,67
2692,Student_2692,67,83
2693,Student_2693,89,76
2694,Student_2694,79,100
2695,Student_2695,77,74
2696,Student_2696,99,90
2697,Student_2697,81,59
2698,Student_2698,67,54
2699,Student_2699,62,100
2700,Student_2700,79,83
2701,Student_2701,91,93
2702,Student_2702,92,62
2703,Student_2703,64,79
2704,Student_2704,88,70
2705,Student_2705,92,67
2706,Student_2706,91,61
2707,Student_2707,57,70
2708,Student_2708,91,99
2709,Student_2709,61,96
2710,Student_2710,73,61
2711,Student_2711,58,72
2712,Student_2712,61,50
2713,Student_2713,83,50
2714,Student_2714,58,78
2715,Student_2715,53,95
2716,Student_2716,96,67
2717,Student_2717,85,76
2718,Student_2718,62,63
2719,Student_2719,82,57
2720,Student_2720,59,65
2721,Student_2721,64,70
2722,Student_2722,59,84
2723,Student_2723,59,59
2724,Student_2724,64,56
2725,Student_2725,84,88
2726,Student_2726,60,60
2727,Student_2727,72,73
2728,Student_2728,50,98
2729,Student_2729,72,97
2730,Student_2730,65,81
2731,Student_2731,91,84
2732,Student_2732,57,80
2733,Student_2733,97,75
2734,Student_2734,67,76
2735,Student_2735,51,61
2736,Student_2736,90,75
2737,Student_2737,93,93
2738,Student_2738,91,50
2739,Student_2739,88,94
2740,Student_2740,86,66
2741,Student_2741,77,95
2742,Student_2742,50,69
2743,Student_2743,50,88
2744,Student_2744,100,70
2745,Student_2745,55,74
2746,Student_2746,89,62
2747,Student_2747,64,72
2748,Student_2748,92,76
2749,Student_2749,72,75
2750,Student_2750,99,89
2751,Student_2751,56,88
2752,Student_2752,95,63
2753,Student_2753,93,75
2754,Student_2754,52,69
2755,Student_2755,81,94
2756,Student_2756,51,56
2757,Student_2757,94,62
2758,Student_2758,52,78
2759,Student_2759,71,55
2760,Student_2760,71,58
2761,Student_2761,68,56
2762,Student_2762,88,83
2763,Student_2763,62,56
2764,Student_2764,63,87
2765,Student_2765,100,63
2766,Student_2766,95,55
2767,Student_2767,71,63
2768,Student_2768,83,78
2769,Student_2769,73,57
2770,Student_2770,76,89
2771,Student_2771,55,67
2772,Student_2772,72,55
2773,Student_2773,65,99
2774,Student_2774,86,53
2775,Student_2775,53,94
2776,Student_2776,63,92
2777,Student_2777,92,77
2778,Student_2778,56,50
2779,Student_2779,86,86
2780,Student_2780,99,82
2781,Student_2781,69,57
2782,Student_2782,61,67
2783,Student_2783,85,67
2784,Student_2784,56,90
2785,Student_2785,72,74
2786,Student_2786,87,83
2787,Student_2787,99,95
2788,Student_2788,51,65
2789,Student_2789,87,73
2790,Student_2790,60,63
2791,Student_2791,62,94
2792,Student_2792,70,50
2793,Student_2793,88,95
2794,Student_2794,75,98
2795,Student_2795,50,97
2796,Student_2796,66,98
2797,Student_2797,66,89
2798,Student_2798,85,55
2799,Student_2799,60,84
2800,Student_2800,86,88
2801,Student_2801,90,52
2802,Student_2802,71,72
2803,Student_2803,65,99
2804,Student_2804,66,53
2805,Student_2805,58,91
2806,Student_2806,94,100
2807,Student_2807,74,61
2808,Student_2808,89,79
2809,Student_2809,73,61
2810,Student_2810,82,82
2811,Student_2811,83,70
2812,Student_2812,60,63
2813,Student_2813,82,50
2814,Student_2814,98,89
2815,Student_2815,94,81
2816,Student_2816,64,65
2817,Student_2817,54,89
2818,Student_2818,51,57
2819,Student_2819,71,53
2820,Student_2820,69,86
2821,Student_2821,88,88
2822,Student_2822,76,69
2823,Student_2823,81,90
2824,Student_2824,68,66
2825,Student_2825,95,50
2826,Student_2826,76,68
2827,Student_2827,56,78
2828,Student_2828,90,78
2829,Student_2829,88,95
2830,Student_2830,75,83
2831,Student_2831,94,74
2832,Student_2832,60,65
2833,Student_2833,67,60
2834,Student_2834,58,82
2835,Student_2835,79,87
2836,Student_2836,71,68
2837,Student_2837,97,50
2838,Student_2838,70,52
2839,Student_2839,69,79
2840,Student_2840,80,65
2841,Student_2841,83,96
2842,Student_2842,99,53
2843,Student_2843,69,94
2844,Student_2844,71,76
2845,Student_2845,69,62
2846,Student_2846,54,76
2847,Student_2847,58,77
2848,Student_2848,79,55
2849,Student_2849,91,69
2850,Student_2850,75,58
2851,Student_2851,90,77
2852,Student_2852,59,53
2853,Student_2853,59,82
2854,Student_2854,63,85
2855,Student_2855,99,71
2856,Student_2856,59,72
2857,Student_2857,61,60
2858,Student_2858,91,52
2859,Student_2859,68,83
2860,Student_2860,66,68
2861,Student_2861,52,69
2862,Student_2862,73,83
2863,Student_2863,64,88
2864,Student_2864,96,84
2865,Student_2865,50,62
2866,Student_2866,94,88
2867,Student_2867,82,55
2868,Student_2868,52,52
2869,Student_2869,61,96
2870,Student_2870,66,100
2871,Student_2871,76,52
2872,Student_2872,90,83
2873,Student_2873,93,85
2874,Student_2874,65,86
2875,Student_2875,69,99
2876,Student_2876,57,100
2877,Student_2877,89,83
2878,Student_2878,62,66
2879,Student_2879,89,66
2880,Student_2880,80,65
2881,Student_2881,86,68
2882,Student_2882,96,75
2883,Student_2883,89,93
2884,Student_2884,59,67
2885,Student_2885,56,70
2886,Student_2886,67,51
2887,Student_2887,90,92
2888,Student_2888,53,93
2889,Student_2889,91,88
2890,Student_2890,63,92
2891,Student_2891,92,83
2892,Student_2892,88,76
2893,Student_2893,58,54
2894,Student_2894,80,91
2895,Student_2895,59,51
2896,Student_2896,53,52
2897,Student_2897,56,86
2898,Student_2898,64,89
2899,Student_2899,63,89
2900,Student_2900,86,89
2901,Student_2901,66,82
2902,Student_2902,92,85
2903,Student_2903,55,96
2904,Student_2904,90,50
2905,Student_2905,98,93
2906,Student_2906,64,69
2907,Student_2907,65,65
2908,Student_2908,75,77
2909,Student_2909,98,87
2910,Student_2910,68,76
2911,Student_2911,63,56
2912,Student_2912,84,95
2913,Student_2913,63,55
2914,Student_2914,79,99
2915,Student_2915,77,56
2916,Student_2916,52,68
2917,Student_2917,68,92
2918,Student_2918,62,72
2919,Student_2919,90,52
2920,Student_2920,56,86
2921,Student_2921,52,77
2922,Student_2922,82,70
2923,Student_2923,71,100
2924,Student_2924,79,66
2925,Student_2925,71,87
2926,Student_2926,86,81
2927,Student_2927,100,59
2928,Student_2928,64,87
2929,Student_2929,56,53
2930,Student_2930,82,99
2931,Student_2931,90,59
2932,Student_2932,61,80
2933,Student_2933,67,61
2934,Student_2934,100,70
2935,Student_2935,70,73
2936,Student_2936,57,82
2937,Student_2937,72,100
2938,Student_2938,78,67
2939,Student_2939,88,92
2940,Student_2940,78,55
2941,Student_2941,62,52
2942,Student_2942,60,54
2943,Student_2943,64,63
2944,Student_2944,84,85
2945,Student_2945,98,74
2946,Student_2946,58,62
2947,Student_2947,96,60
2948,Student_2948,51,100
2949,Student_2949,98,93
2950,Student_2950,73,71
2951,Student_2951,75,82
2952,Student_2952,80,75
2953,Student_2953,68,85
2954,Student_2954,60,55
2955,Student_2955,83,96
2956,Student_2956,91,98
2957,Student_2957,97,57
2958,Student_2958,81,98
2959,Student_2959,89,66
2960,Student_2960,85,100
2961,Student_2961,83,63
2962,Student_2962,76,84
2963,Student_2963,56,69
2964,Student_2964,96,63
2965,Student_2965,96,75
2966,Student_2966,67,72
2967,Student_2967,86,84
2968,Student_2968,64,73
2969,Student_2969,70,79
2970,Student_2970,51,90
2971,Student_2971,85,66
2972,Student_2972,82,61
2973,Student_2973,88,84
2974,Student_2974,64,90
2975,Student_2975,87,97
2976,Student_2976,73,70
2977,Student_2977,63,78
2978,Student_2978,81,79
2979,Student_2979,92,96
2980,Student_2980,72,52
2981,Student_2981,67,79
2982,Student_2982,67,55
2983,Student_2983,76,58
2984,Student_2984,53,58
2985,Student_2985,50,68
2986,Student_2986,59,64
2987,Student_2987,67,53
2988,Student_2988,50,81
2989,Student_2989,83,100
2990,Student_2990,60,72
2991,Student_2991,78,67
2992,Student_2992,63,57
2993,Student_2993,100,99
2994,Student_2994,84,64
2995,Student_2995,96,54
2996,Student_2996,96,69
2997,Student_2997,56,71
2998,Student_2998,76,65
2999,Student_2999,97,52
3000,Student_3000,69,100
3001,Student_3001,89,86
3002,Student_3002,71,72
3003,Student_3003,88,99
3004,Student_3004,99,52
3005,Student_3005,87,87
3006,Student_3006,65,73
3007,Student_3007,50,85
3008,Student_3008,52,93
3009,Student_3009,74,50
3010,Student_3010,77,54
3011,Student_3011,72,55
3012,Student_3012,90,52
3013,Student_3013,55,81
3014,Student_3014,64,50
3015,Student_3015,95,60
3016,Student_3016,87,97
3017,Student_3017,68,82
3018,Student_3018,85,93
3019,Student_3019,86,56
3020,Student_3020,65,95
3021,Student_3021,87,74
3022,Student_3022,72,87
3023,Student_3023,53,65
3024,Student_3024,55,82
3025,Student_3025,93,51
3026,Student_3026,83,73
3027,Student_3027,96,92
3028,Student_3028,58,53
3029,Student_3029,92,69
3030,Student_3030,94,88
3031,Student_3031,74,56
3032,Student_3032,81,73
3033,Student_3033,93,52
3034,Student_3034,100,62
3035,Student_3035,87,90
3036,Student_3036,93,54
3037,Student_3037,85,68
3038,Student_3038,99,93
3039,Student_3039,64,95
3040,Student_3040,51,64
3041,Student_3041,99,69
3042,Student_3042,52,57
3043,Student_3043,70,96
3044,Student_3044,79,51
3045,Student_3045,89,67
3046,Student_3046,56,70
3047,Student_3047,82,96
3048,Student_3048,92,98
3049,Student_3049,80,78
3050,Student_3050,97,94
3051,Student_3051,89,79
3052,Student_3052,72,52
3053,Student_3053,94,88
3054,Student_3054,79,90
3055,Student_3055,89,65
3056,Student_3056,71,99
3057,Student_3057,53,87
3058,Student_3058,73,57
3059,Student_3059,85,51
3060,Student_3060,50,73
3061,Student_3061,98,75
3062,Student_3062,58,83
3063,Student_3063,81,69
3064,Student_3064,54,64
3065,Student_3065,56,60
3066,Student_3066,73,53
3067,Student_3067,74,95
3068,Student_3068,65,52
3069,Student_3069,83,56
3070,Student_3070,62,88
3071,Student_3071,83,91
3072,Student_3072,57,94
3073,Student_3073,59,65
3074,Student_3074,66,64
3075,Student_3075,88,61
3076,Student_3076,59,58
3077,Student_3077,90,82
3078,Student_3078,93,89
3079,Student_3079,98,61
3080,Student_3080,96,52
3081,Student_3081,60,57
3082,Student_3082,65,61
3083,Student_3083,77,89
3084,Student_3084,53,54
3085,Student_3085,69,52
3086,Student_3086,83,64
3087,Student_3087,90,50
3088,Student_3088,98,62
3089,Student_3089,76,90
3090,Student_3090,57,52
3091,Student_3091,66,52
3092,Student_3092,90,96
3093,Student_3093,98,74
3094,Student_3094,57,98
3095,Student_3095,57,53
3096,Student_3096,99,65
3097,Student_3097,66,93
3098,Student_3098,76,100
3099,Student_3099,95,68
3100,Student_3100,55,67
3101,Student_3101,51,57
3102,Student_3102,87,96
3103,Student_3103,55,72
3104,Student_3104,87,99
3105,Student_3105,62,70
3106,Student_3106,77,82
3107,Student_3107,64,57
3108,Student_3108,62,92
3109,Student_3109,69,70
3110,Student_3110,62,64
3111,Student_3111,60,80
3112,Student_3112,52,81
3113,Student_3113,65,84
3114,Student_3114,78,93
3115,Student_3115,71,68
3116,Student_3116,55,96
3117,Student_3117,58,85
3118,Student_3118,87,50
3119,Student_3119,85,88
3120,Student_3120,51,84
3121,Student_3121,74,57
3122,Student_3122,83,100
3123,Student_3123,63,92
3124,Student_3124,61,93
3125,Student_3125,57,50
3126,Student_3126,95,62
3127,Student_3127,69,90
3128,Student_3128,85,50
3129,Student_3129,85,71
3130,Student_3130,91,59
3131,Student_3131,77,91
3132,Student_3132,91,99
3133,Student_3133,66,94
3134,Student_3134,69,66
3135,Student_3135,62,73
3136,Student_3136,61,60
3137,Student_3137,80,96
3138,Student_3138,58,75
3139,Student_3139,92,91
3140,Student_3140,53,53
3141,Student_3141,90,85
3142,Student_3142,69,59
3143,Student_3143,96,94
3144,Student_3144,76,97
3145,Student_3145,61,67
3146,Student_3146,74,66
3147,Student_3147,86,61
3148,Student_3148,80,75
3149,Student_3149,53,83
3150,Student_3150,75,84
3151,Student_3151,90,71
3152,Student_3152,87,68
3153,Student_3153,91,50
3154,Student_3154,51,88
3155,Student_3155,54,55
3156,Student_3156,86,97
3157,Student_3157,54,90
3158,Student_3158,83,87
3159,Student_3159,69,85
3160,Student_3160,92,88
3161,Student_3161,89,65
3162,Student_3162,69,69
3163,Student_3163,50,57
3164,Student_3164,68,64
3165,Student_3165,72,64
3166,Student_3166,98,91
3167,Student_3167,81,78
3168,Student_3168,88,89
3169,Student_3169,64,91
3170,Student_3170,77,96
3171,Student_3171,84,80
3172,Student_3172,50,72
3173,Student_3173,99,90
3174,Student_3174,68,56
3175,Student_3175,83,87
3176,Student_3176,81,94
3177,Student_3177,54,52
3178,Student_3178,96,62
3179,Student_3179,98,75
3180,Student_3180,81,75
3181,Student_3181,98,100
3182,Student_3182,79,94
3183,Student_3183,56,80
3184,Student_3184,63,88
3185,Student_3185,87,69
3186,Student_3186,56,98
3187,Student_3187,100,89
3188,Student_3188,81,80
3189,Student_3189,53,63
3190,Student_3190,59,61
3191,Student_3191,69,50
3192,Student_3192,95,54
3193,Student_3193,59,54
3194,Student_3194,81,54
3195,Student_3195,61,87
3196,Student_3196,57,84
3197,Student_3197,77,91
3198,Student_3198,98,55
3199,Student_3199,85,74
3200,Student_3200,50,83
3201,Student_3201,91,68
3202,Student_3202,89,75
3203,Student_3203,100,82
3204,Student_3204,88,88
3205,Student_3205,90,53
3206,Student_3206,76,78
3207,Student_3207,84,66
3208,Student_3208,67,77
3209,Student_3209,61,62
3210,Student_3210,92,86
3211,Student_3211,88,80
3212,Student_3212,77,56
3213,Student_3213,88,81
3214,Student_3214,75,55
3215,Student_3215,89,96
3216,Student_3216,81,86
3217,Student_3217,58,99
3218,Student_3218,91,100
3219,Student_3219,83,58
3220,Student_3220,58,62
3221,Student_3221,71,53
3222,Student_3222,54,78
3223,Student_3223,63,85
3224,Student_3224,88,95
3225,Student_3225,80,82
3226,Student_3226,51,86
3227,Student_3227,72,93
3228,Student_3228,63,93
3229,Student_3229,50,55
3230,Student_3230,61,86
3231,Student_3231,99,93
3232,Student_3232,69,61
3233,Student_3233,86,59
3234,Student_3234,84,64
3235,Student_3235,87,73
3236,Student_3236,72,56
3237,Student_3237,50,99
3238,Student_3238,70,97
3239,Student_3239,97,95
3240,Student_3240,69,64
3241,Student_3241,77,56
3242,Student_3242,100,95
3243,Student_3243,55,78
3244,Student_3244,72,75
3245,Student_3245,68,58
3246,Student_3246,68,79
3247,Student_3247,96,69
3248,Student_3248,69,57
3249,Student_3249,56,89
3250,Student_3250,53,70
3251,Student_3251,73,69
3252,Student_3252,78,52
3253,Student_3253,87,58
3254,Student_3254,73,90
3255,Student_3255,76,50
3256,Student_3256,53,95
3257,Student_3257,73,75
3258,Student_3258,82,83
3259,Student_3259,73,50
3260,Student_3260,85,67
3261,Student_3261,87,70
3262,Student_3262,82,75
3263,Student_3263,71,82
3264,Student_3264,71,67
3265,Student_3265,60,73
3266,Student_3266,89,77
3267,Student_3267,51,53
3268,Student_3268,76,76
3269,Student_3269,99,94
3270,Student_3270,99,91
3271,Student_3271,85,51
